# Source: GSI Datasets | Cite as: Gruffydd-Jones, J. (2026). GSI Datasets. https://github.com/jjgj/gsi-datasets | Build: 2026-06-23
publication,ID,Date,Newspaper,Headline,snippet,sent_score
MFA,479,2024-07-23,Ministry of Foreign Affairs of the People's Republic of China - Spokesperson's Remarks (English),"Foreign Ministry Spokesperson Mao Ning's Regular Press Conference on July 23, 2024","From July 25 to 27, Member of the Political Bureau of the CPC Central Committee and Foreign Minister Wang Yi will attend the ASEAN-China Foreign Ministers' Meeting, the ASEAN Plus Three Foreign Ministers' Meeting, the Ea",0.091
MFA,480,2024-07-24,Ministry of Foreign Affairs of the People's Republic of China - Spokesperson's Remarks (English),"Foreign Ministry Spokesperson Mao Ning's Regular Press Conference on July 24, 2024","Hubei Media Group: A US delegation of heavyweight business executives from Boeing, Goldman Sachs, Starbucks, and the United Family and so on is visiting China. Foreign Minister Wang Yi and Vice Premier He Lifeng met with",0.084
MFA,481,2024-07-25,Ministry of Foreign Affairs of the People's Republic of China - Spokesperson's Remarks (English),"Foreign Ministry Spokesperson Mao Ning's Regular Press Conference on July 25, 2024","At the invitation of Premier Li Qiang of the State Council, Italian Prime Minister Giorgia Meloni will pay an official visit to China from July 27 to 31. Beijing Daily: To follow up on your announcement of the Italian Pr",0.172
Xinhua,792,2024-07-25,Xinhua,China to share modernization experience with Africa: senior legislator,"CHANGSHA, July 25 (Xinhua) -- China is willing to share with African countries its experience in realizing modernization and further promote China-Africa cooperation, a senior Chinese legislator said here on Thursday. Ch",0.153
Xinhua,793,2024-07-25,Xinhua,"Interview: Chinese modernization rejects short-termism, stresses sustainability -- British expert","LONDON, July 25 (Xinhua) -- Chinese modernization rejects short-termism and stresses sustainability, a British expert has said recently. In an interview with Xinhua, Keith Bennett, an international relations consultant b",0.116
Xinhua,794,2024-07-25,Xinhua,Chinese embassy in Lebanon marks 97th founding anniversary of PLA,"BEIRUT, July 25 (Xinhua) -- The Chinese embassy in Lebanon hosted a reception on Wednesday to commemorate the 97th anniversary of the founding of the People's Liberation Army (PLA) of China. More than 300 guests attended",0.07
Xinhua,795,2024-07-25,Xinhua,Chinese hospital ship demonstrates efforts to build maritime community of shared future,"BEIJING, July 25 (Xinhua) -- The People's Liberation Army Navy's Ark Peace hospital ship vividly demonstrates the navy's efforts to implement the Global Security Initiative and build a maritime community of a shared futu",0.049
MFA,482,2024-07-26,Ministry of Foreign Affairs of the People's Republic of China - Spokesperson's Remarks (English),"Foreign Ministry Spokesperson Mao Ning's Regular Press Conference on July 26, 2024","At the invitation of the government of the Islamic Republic of Iran, Special Envoy of President Xi Jinping and Vice Chairman of the Standing Committee of the National People's Congress Peng Qinghua will attend the inaugu",0.11
Xinhua,796,2024-07-26,Xinhua,Roundup: China's reform and opening-up commitment inspirational for Global South,"BEIJING, July 26 (Xinhua) -- Experts from many countries in the Global South paid close attention to the third plenary session of the 20th Communist Party of China (CPC) Central Committee, describing it as a milestone in",0.143
MFA,483,2024-07-27,Ministry of Foreign Affairs of the People's Republic of China - News (English),The 14th East Asia Summit Foreign Ministers' Meeting is Held in Vientiane,"On July 27, 2024 local time, the 14th East Asia Summit (EAS) Foreign Ministers' Meeting was held in Vientiane. Member of the Political Bureau of the CPC Central Committee and Foreign Minister Wang Yi attended and deliver",0.08
Xinhua,797,2024-07-28,Xinhua,"East Asia Summit should grasp correct direction, safeguard int'l justice: Wang Yi","VIENTIANE, July 27 (Xinhua) -- The 14th East Asia Summit (EAS) Foreign Ministers' Meeting was held here on Saturday, with Chinese Foreign Minister Wang Yi attending and delivering a speech. Wang, also a member of the Pol",0.076
MFA,484,2024-07-29,Ministry of Foreign Affairs of the People's Republic of China - News (English),Joint Statement between the People's Republic of China and the Democratic Republic of Timor-Leste on Strengthening Comprehensive Strategic Partnership,"Beijing, 29 July 2024 1.At the invitation of H.E. Xi Jinping, President of the People's Republic of China, H.E. Dr. José Ramos-Horta, President of the Democratic Republic of Timor-Leste, embarked on state visit to the Pe",0.181
Xinhua,798,2024-08-05,Xinhua,China donates 3 mln USD to UN agency for aid in Gaza,"RAMALLAH, Aug. 4 (Xinhua) -- China on Thursday donated 3 million U.S. dollars to the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) to support its emergency humanitarian efforts in",0.048
Xinhua,799,2024-08-07,Xinhua,Guest Opinion: Let Chinese wisdom illuminate the path to reconciliation in the Middle East,"by Yi Zhong From July 21 to 23, high-level representatives of 14 Palestinian factions held a reconciliation dialogue in Beijing. At the closing ceremony, representatives of these factions took the stage one after another",0.168
Xinhua,800,2024-08-09,Xinhua,"Roundup: China's comprehensively deepening reform """"great boon"""" to world economic growth: Cambodian experts","PHNOM PENH, Aug. 9 (Xinhua) -- China's further comprehensive deepening of reforms in the new era is a """"great boon"""" to the world economic growth and development, Cambodian experts said during a dialogue here on Friday. ",0.259
Xinhua,801,2024-08-10,Xinhua,"China's Global Civilization Initiative key pillar for community with shared future, say experts","ISLAMABAD, Aug. 10 (Xinhua) -- The Global Civilization Initiative (GCI) is a key pillar in China's vision for a community with a shared future for mankind and would be significant in fostering global peace, cooperation, ",0.137
Xinhua,802,2024-08-13,Xinhua,"1st LD-Writethru: Chinese FM to visit Myanmar, travel to Thailand to co-chair 9th LMC Foreign Ministers' Meeting, attend Informal Discussion between Foreign Ministers of China, Laos, Myanmar, Thailand","BEIJING, Aug. 13 (Xinhua) -- Wang Yi, a member of the Political Bureau of the Communist Party of China (CPC) Central Committee and Chinese Foreign Minister, will visit Myanmar and travel to Thailand to co-chair the ninth",0.062
Xinhua,803,2024-08-15,Xinhua,"Chinese, Cambodian FMs meet on bilateral, regional cooperation","BANGKOK, Aug. 15 (Xinhua) -- China and Cambodia should stay committed to developing their friendship and following the path of solidarity and win-win cooperation, Chinese Foreign Minister Wang Yi said in Chiang Mai, Thai",0.171
Xinhua,804,2024-08-17,Xinhua,"China, Laos, Myanmar, Thailand agree to step up joint efforts to combat cross-border crimes","BANGKOK, Aug. 16 (Xinhua) -- China, Laos, Myanmar and Thailand discussed cross-border crimes Friday at the Informal Discussion Between the Foreign Ministers of China, Laos, Myanmar and Thailand in Chiang Mai, Thailand. C",-0.108
Xinhua,805,2024-08-17,Xinhua,"LMC foreign ministers meet in Thailand, agree on closer connectivity, cooperation","BANGKOK, Aug. 16 (Xinhua) -- The ninth Lancang-Mekong Cooperation (LMC) Foreign Ministers' Meeting was held Friday in Thailand's northern city of Chiang Mai, with participants agreeing to further strengthen connectivity ",0.105
Xinhua,806,2024-08-17,Xinhua,Building community with shared future for Lancang-Mekong countries continues to deepen: Chinese FM,"BANGKOK, Aug. 16 (Xinhua) -- Building a community with a shared future for Lancang-Mekong continues is to deepen and make solid progress, Chinese Foreign Minister Wang Yi said in Chiang Mai, Thailand on Friday. When pres",0.083
Xinhua,807,2024-08-18,Xinhua,"Chinese premier, Fijian PM stress enhancing cooperation during talks","BEIJING, Aug. 18 (Xinhua) -- Chinese Premier Li Qiang held talks with Prime Minister of the Republic of Fiji Sitiveni Rabuka on Sunday in Beijing, calling on the two sides to push bilateral cooperation to a higher level.",0.131
MFA,485,2024-08-19,Ministry of Foreign Affairs of the People's Republic of China - News (English),Xi Jinping Holds Talks with General Secretary of CPV Central Committee and State President To Lam,"On August 19, 2024, General Secretary of the Central Committee of the Communist Party of China (CPC) and President Xi Jinping held talks with General Secretary of the Communist Party of Viet Nam (CPV) Central Committee a",0.18
Xinhua,808,2024-08-19,Xinhua,"Vietnam to strengthen exchanges, deepen cooperation with China: To Lam","BEIJING, Aug. 19 (Xinhua) -- Vietnam is willing to maintain close high-level exchanges, deepen strategic mutual trust, enhance synergy of development strategies, and promote mutually beneficial cooperation with China, Ge",0.141
Xinhua,809,2024-08-19,Xinhua,"3rd LD-Writethru-Xinhua Headlines: Xi, Lam hold talks, guiding development of China-Vietnam community with shared future","BEIJING, Aug. 19 (Xinhua) -- Xi Jinping, general secretary of the Communist Party of China (CPC) Central Committee and Chinese president, held talks with To Lam, general secretary of the Communist Party of Vietnam (CPV) ",0.151
MFA,486,2024-08-20,Ministry of Foreign Affairs of the People's Republic of China - News (English),Zhao Leji Attends the Commemoration of the 40th Anniversary of the NPC's Affiliation to the IPU and the Opening Ceremony of the 2024 Interregional Seminar on the Achievement of the SDGs for Parliaments of Developing Coun,"On the morning of August 20, 2024, Chairman of the Standing Committee of the National People's Congress (NPC) Zhao Leji attended the commemoration of the 40th anniversary of the NPC's affiliation to the Inter-Parliamenta",0.139
MFA,487,2024-08-20,Ministry of Foreign Affairs of the People's Republic of China - News (English),Xi Jinping Meets with Foreign Parliamentary Leaders Attending the Commemoration of the 40th Anniversary of the NPC's Affiliation to the IPU and the 2024 Interregional Seminar on the Achievement of the SDGs for Parliament,"On the afternoon of August 20, 2024, President Xi Jinping held a group meeting with foreign parliamentary leaders attending the commemoration of the 40th anniversary of the National People's Congress' (NPC) affiliation t",0.167
Xinhua,810,2024-08-21,Xinhua,"China's top legislator calls for enhanced cooperation with IPU, foreign legislative bodies","BEIJING, Aug. 20 (Xinhua) -- China is ready to work with the Inter-Parliamentary Union (IPU) and legislative bodies of other countries to expand forms of exchange, enrich the content of cooperation and constantly work to",0.13
Xinhua,811,2024-08-21,Xinhua,2nd LD-Writethru: Xi says China to continue to support NPC in deepening exchanges with IPU,"BEIJING, Aug. 20 (Xinhua) -- Chinese President Xi Jinping said Tuesday that China will, as always, support the National People's Congress (NPC) in deepening exchanges and cooperation with the Inter-Parliamentary Union (I",0.192
MFA,488,2024-08-22,Ministry of Foreign Affairs of the People's Republic of China - News (English),Joint Statement between the People's Republic of China and the Republic of Fiji,"1.At the invitation of Premier Li Qiang of the State Council of the People's Republic of China, Prime Minister Sitiveni Rabuka of the Republic of Fiji paid an official visit to China from August 12 to 21, 2024. During th",0.163
Xinhua,812,2024-08-23,Xinhua,Xi urges advancing socialism with Chinese characteristics at symposium held to mark Deng Xiaoping's 120th birth anniversary,"BEIJING, Aug. 23 (Xinhua) -- The Communist Party of China (CPC) Central Committee held a symposium on the morning of Aug. 22 at the Great Hall of the People to commemorate the 120th birth anniversary of Comrade Deng Xiao",0.163
Xinhua,813,2024-08-31,Xinhua,(FOCAC)Guest Opinion: Jointly build a closer China-Africa community with shared future to push forward China-Eritrea strategic partnership,by Li Xiang The 2024 Summit of the Forum on China-Africa Cooperation (FOCAC) will be held in Beijing on Sept. 4-6. Chinese and African leaders will gather in Beijing again after six years to discuss future development an,0.077
Xinhua,814,2024-09-02,Xinhua,"Xiplomacy: Xi encourages African scholars to bolster China-Africa cooperation, Global South development","NAIROBI, Sept. 2 (Xinhua) -- Chinese President Xi Jinping encouraged African scholars to continue to provide intellectual support for building a high-level China-Africa community with a shared future and safeguarding the",0.151
MFA,489,2024-09-03,Ministry of Foreign Affairs of the People's Republic of China - News (English),Xi Jinping Meets with Mauritanian President Mohamed Ould Cheikh Ghazouani,"On the evening of September 3, 2024, President Xi Jinping met with Mauritanian President Mohamed Ould Cheikh Ghazouani, who is in China for the Beijing Summit of the Forum on China-Africa Cooperation (FOCAC), at the Grea",0.162
MFA,490,2024-09-03,Ministry of Foreign Affairs of the People's Republic of China - News (English),Xi Jinping Meets with Chairperson of AUC Moussa Faki Mahamat,"On the morning of September 3, 2024, President Xi Jinping met with Chairperson of the African Union Commission (AUC) Moussa Faki Mahamat, who is in China for the Beijing Summit of the Forum on China-Africa Cooperation (F",0.29
MFA,491,2024-09-03,Ministry of Foreign Affairs of the People's Republic of China - News (English),The Shanghai Declaration of the 2024 Legislators Forum for Friendly Exchanges,"On September 3,2024, the 2024 Legislators Forum for Friendly Exchanges was held in the city of Shanghai. More than 40 legislators and former legislators from 40-plus countries and over 70 deputies to the National People'",0.169
MFA,492,2024-09-03,Ministry of Foreign Affairs of the People's Republic of China - News (English),Xi Jinping Meets with President of Chad Mahamat Idriss Deby Itno,"On the morning of September 3, 2024, President Xi Jinping met with President of Chad Mahamat Idriss Deby Itno, who is in China for the Beijing Summit of the Forum on China-Africa Cooperation (FOCAC), at the Great Hall of",0.195
Xinhua,815,2024-09-03,Xinhua,(FOCAC) 2nd LD-Writethru: Xi meets African Union Commission chairperson,"BEIJING, Sept. 3 (Xinhua) -- Chinese President Xi Jinping on Tuesday met with Chairperson of the African Union (AU) Commission Moussa Faki Mahamat, who is in Beijing for the 2024 Summit of the Forum on China-Africa Coope",0.262
Xinhua,816,2024-09-03,Xinhua,(FOCAC) 9th FOCAC Ministerial Conference held in Beijing,"BEIJING, Sept. 3 (Xinhua) -- The Ninth Ministerial Conference of the Forum on China-Africa Cooperation (FOCAC) was held on Tuesday in Beijing, laying the groundwork for the forthcoming FOCAC Beijing summit. Foreign minis",0.058
Xinhua,817,2024-09-03,Xinhua,"(FOCAC) Interview: China-Africa consensus on green growth, peace rock-solid -- Kenyan president","NAIROBI, Sept. 3 (Xinhua) -- As China-Africa cooperation thrives, both sides agree on the need to foster green and inclusive growth, peace, and civilizational dialogue, Kenyan President William Ruto said here on Monday. ",0.207
Xinhua,818,2024-09-03,Xinhua,"(FOCAC) Guest Opinion: China's modernization drive: inspirations, opportunities for Africa","by Sithembiso Bhengu From July 15 to 18, the 20th Central Committee of the Communist Party of China (CPC) held its third plenary session, in which it discussed, reviewed and adopted resolutions to advance Chinese moderni",0.136
Xinhua,819,2024-09-03,Xinhua,"(FOCAC) Interview: FOCAC enriches Africa-China relations, says Egyptian PM","by Xinhua writers Mao Lei, Yao Bing CAIRO, Sept. 3 (Xinhua) -- The Forum on China-Africa Cooperation (FOCAC) has enriched the Africa-China relations and achieved fruitful results, Egyptian Prime Minister Mostafa Madbouly",0.084
Xinhua,820,2024-09-04,Xinhua,"(FOCAC)Interview: China is a true friend that stands with Gabon through thick and thin, says Gabonese president","LIBREVILLE, Sept. 4 (Xinhua) -- China and Gabon have upheld a robust and supportive friendship over the 50 years of diplomatic relations, with China consistently supporting Gabon through challenging times, Gabonese Presi",0.192
Xinhua,821,2024-09-04,Xinhua,(FOCAC) Chinese vice premier meets UN chief,"BEIJING, Sept. 4 (Xinhua) -- Chinese Vice Premier Ding Xuexiang on Wednesday met with United Nations (UN) Secretary-General Antonio Guterres, who is in Beijing for the 2024 Summit of the Forum on China-Africa Cooperation",0.094
Xinhua,822,2024-09-04,Xinhua,(FOCAC) 2nd LD-Writethru: Xi meets Mozambican president,"BEIJING, Sept. 4 (Xinhua) -- Chinese President Xi Jinping on Wednesday met with Mozambican President Filipe Jacinto Nyusi, who is in Beijing for the 2024 Summit of the Forum on China-Africa Cooperation (FOCAC). Xi said t",0.122
MFA,493,2024-09-05,Ministry of Foreign Affairs of the People's Republic of China - News (English),Xi Jinping Attends the Opening Ceremony of the Beijing Summit of the Forum on China-Africa Cooperation and Delivers a Keynote Address,"On the morning of September 5, 2024, President Xi Jinping attended the opening ceremony of the Beijing Summit of the Forum on China-Africa Cooperation (FOCAC) and delivered a keynote address at the Great Hall of the Peop",0.127
MFA,494,2024-09-05,Ministry of Foreign Affairs of the People's Republic of China - News (English),Beijing Declaration on Jointly Building an All-Weather China-Africa Community with a Shared Future for the New Era,"We, the Heads of State, Government and Delegations of the People's Republic of China and 53 African countries, and the Chairperson of the African Union Commission, gathered in China from September 4 to 6 for the 2024 Bei",0.154
MFA,495,2024-09-05,Ministry of Foreign Affairs of the People's Republic of China - News (English),Forum on China-Africa Cooperation Beijing Action Plan (2025-2027),"CONTENTS 1. PREAMBLE 4 2. THE KEY MEASURES TO SUPPORT AFRICA BY THE CHINESE SIDE IN THE NEXT THREE YEARS 7 3.POLITICAL, PEACE AND SECURITY COOPERATION 12 3.1 High-Level Visits and Dialogue 13 3.2 Exchanges Between Politi",0.127
MFA,496,2024-09-05,Ministry of Foreign Affairs of the People's Republic of China - News (English),Joining Hands to Advance Modernization and Build a Community with a Shared Future,"Keynote Address by H.E. Xi Jinping President of the People's Republic of China At the Opening Ceremony of the Beijing Summit of The Forum on China-Africa Cooperation Beijing, September 5, 2024 Your Excellency President B",0.126
Xinhua,823,2024-09-05,Xinhua,"(FOCAC) FOCAC has become model of effective partnership, says Senegalese president","BEIJING, Sept. 5 (Xinhua) -- The Forum on China-Africa Cooperation (FOCAC) has become a model of effective partnership based on dialogue and mutual respect, said Senegalese President Bassirou Diomaye Faye here on Thursda",0.222
Xinhua,824,2024-09-05,Xinhua,(FOCAC) Partnership action plans demonstrate China's commitment to modernization of Global South: AU official,"BEIJING, Sept. 5 (Xinhua) -- A series of partnership action plans proposed by Chinese President Xi Jinping at the 2024 Summit of the Forum on China-Africa Cooperation (FOCAC) demonstrates China's willingness to support t",0.169
Xinhua,825,2024-09-05,Xinhua,(FOCAC) 4th LD: Xi proposes partnership actions to jointly advance modernization with Africa,"BEIJING, Sept. 5 (Xinhua) -- Chinese President Xi Jinping said on Thursday that China stands ready to work with Africa to implement 10 partnership actions to jointly advance modernization. One-third of the world's popula",0.078
Xinhua,826,2024-09-05,Xinhua,(FOCAC) Full text: Keynote address by Chinese President Xi Jinping at opening ceremony of 2024 FOCAC summit,"BEIJING, Sept. 5 (Xinhua) -- Chinese President Xi Jinping on Thursday delivered a keynote address at the opening ceremony of the 2024 Summit of the Forum on China-Africa Cooperation (FOCAC). The following is the full tex",0.129
Xinhua,827,2024-09-06,Xinhua,"(FOCAC) Interview: FOCAC drives forward community with shared future for mankind, says Botswanan president","GABORONE, Sept. 6 (Xinhua) -- The Forum on China-Africa Cooperation (FOCAC) has provided important driving forces for building a community with a shared future for mankind, Botswanan President Mokgweetsi Masisi has said.",0.156
Xinhua,828,2024-09-06,Xinhua,"(FOCAC) Chinese, African leaders call for enhanced cooperation on peace, security","BEIJING, Sept. 5 (Xinhua) -- Chinese and African leaders on Thursday called for enhanced cooperation on maintaining peace and security at a high-level meeting of the 2024 Summit of the Forum on China-Africa Cooperation (",0.132
Xinhua,829,2024-09-06,Xinhua,"Chinese VP calls for deepening solidarity, cooperation in Northeast Asia","VLADIVOSTOK, Sept. 5 (Xinhua) -- Chinese Vice President Han Zheng on Thursday called for deepening cooperation in the Northeast Asia region while addressing the 9th Eastern Economic Forum in Russia's Far East city of Vla",0.123
Xinhua,830,2024-09-06,Xinhua,(FOCAC) 5th LD-Writethru-Xinhua Headlines-Xi Focus: Xi proposes partnership actions to jointly advance modernization with Africa,"BEIJING, Sept. 5 (Xinhua) -- China and Africa have been more closely bonded in their pursuit of modernization as Chinese President Xi Jinping announced here on Thursday an upgrade of China-Africa relations and unveiled 1",0.097
Xinhua,831,2024-09-07,Xinhua,FOCAC provides platform to deepen China-Africa cooperation on global issues: Ghanaian expert,"ACCRA, Sept. 6 (Xinhua) -- The 2024 Summit of the Forum on China-Africa Cooperation (FOCAC) provides a platform for China and Africa to deepen their cooperation on global issues, Paul Frimpong, executive director of the ",0.114
Xinhua,832,2024-09-07,Xinhua,1st China-East Africa Ministerial Dialogue on Law Enforcement and Security Cooperation held in Beijing,"BEIJING, Sept. 7 (Xinhua) -- The first China-East Africa Ministerial Dialogue on Law Enforcement and Security Cooperation was held in Beijing on Saturday. The dialogue aimed to provide high-level guarantees for common se",0.084
Xinhua,833,2024-09-09,Xinhua,China ready to contribute to global public security governance: official,"NANJING, Sept. 9 (Xinhua) -- China will take concrete actions to contribute Chinese wisdom and strength to global public security governance, Chinese State Councilor and Minister of Public Security Wang Xiaohong said Mon",0.146
Xinhua,834,2024-09-10,Xinhua,Interview: China-Africa cooperation mutually beneficial in essence -- former S. African diplomat,"JOHANNESBURG, Sept. 10 (Xinhua) -- The Africa-China partnership is a mutually beneficial endeavor with huge potential for further growth, a former South African senior diplomat has said. Gert Grobler, a former South Afri",0.155
Xinhua,835,2024-09-10,Xinhua,China to strengthen mine clearance cooperation with African countries,"BEIJING, Sept. 9 (Xinhua) -- China is willing to strengthen mine clearance cooperation with African countries and help Africa eliminate the threat of mines as soon as possible, foreign ministry spokesperson Mao Ning said",0.134
Xinhua,836,2024-09-12,Xinhua,"China advocates BRICS enhancing counter-terrorism, cybersecurity cooperation, says Wang Yi","ST. PETERSBURG, Sept. 11 (Xinhua) -- The BRICS countries should work together to further strengthen pragmatic cooperation on counter-terrorism and cybersecurity issues, Wang Yi, director of the Office of the Central Comm",0.147
Xinhua,837,2024-09-12,Xinhua,Wang Yi calls for BRICS to jointly address security threats,"ST. PETERSBURG, Sept. 11 (Xinhua) -- Wang Yi, director of the Office of the Central Commission for Foreign Affairs, on Wednesday called for BRICS countries to join hands in addressing security threats at a high-level mee",0.16
Xinhua,838,2024-09-12,Xinhua,Xinhua Commentary: China and Latin America share vision for global human rights governance,"by Xinhua writers Chen Weihua, Xuan Liqi RIO DE JANEIRO, Sept. 12 (Xinhua) -- Senior officials, experts and scholars in the field of human rights from China and countries in Latin America and the Caribbean (LAC) exchange",0.104
MFA,497,2024-09-13,Ministry of Foreign Affairs of the People's Republic of China - News (English),Xi Jinping Sends Congratulatory Letter to the 11th Beijing Xiangshan Forum,"On September 13, 2024, President Xi Jinping sent a congratulatory letter to the 11th Beijing Xiangshan Forum. Xi Jinping pointed out that in the face of global changes of a magnitude unseen in a century and the expectati",0.141
Xinhua,839,2024-09-13,Xinhua,"Rwanda views China as important, reliable partner: FM","KIGALI, Sept. 13 (Xinhua) -- Rwanda views China as an important and reliable partner that has significantly contributed to the country's socioeconomic development, a senior official said Thursday. """"This collaboration ha",0.238
Xinhua,840,2024-09-13,Xinhua,2nd LD-Writethru: Xi sends congratulatory letter to 11th Beijing Xiangshan Forum,"BEIJING, Sept. 13 (Xinhua) -- Chinese President Xi Jinping has sent a congratulatory letter to the 11th Beijing Xiangshan Forum that opened in Beijing on Friday. In the letter, Xi pointed out that in the face of global c",0.138
Xinhua,841,2024-09-13,Xinhua,"China calls for pushing SCO law enforcement, security cooperation to new level","BEIJING, Sept. 13 (Xinhua) -- Chinese State Councilor and Minister of Public Security Wang Xiaohong met with heads of delegations of the 42nd meeting of the Council of the Regional Anti-Terrorist Structure (RATS) of the ",0.057
Xinhua,842,2024-09-13,Xinhua,Chinese defense minister urges pooling strength for peace in times of changes,"BEIJING, Sept. 13 (Xinhua) -- Chinese Defense Minister Dong Jun on Friday called on countries to pool their efforts to promote peace and stability as the world is in a time of change. In his keynote speech delivered at t",0.212
Xinhua,843,2024-09-14,Xinhua,China Focus: China's Global Security Initiative widely echoed in top security forum,"BEIJING, Sept. 13 (Xinhua) -- The Global Security Initiative (GSI) that China proposed to pursue common peace was widely echoed and endorsed by strategists and scholars worldwide at the 11th Beijing Xiangshan Forum, whic",0.09
Xinhua,844,2024-09-14,Xinhua,"China Focus: Global South plays larger role in world peace, security","BEIJING, Sept. 14 (Xinhua) -- The Global South, including China, is playing an increasingly pivotal role in world peace and security, according to officials, strategists and scholars from around the world who participate",0.139
Xinhua,845,2024-09-14,Xinhua,Kenya hosts seminar to review two decades of FOCAC's positive impacts,"NAIROBI, Sept. 13 (Xinhua) -- A seminar was held Friday in Nairobi, the Kenyan capital to assess milestones achieved since the inception of the Forum on China-Africa Cooperation (FOCAC) more than two decades ago. Senior ",0.02
Xinhua,846,2024-09-19,Xinhua,Chinese vice president attends opening ceremony of International Peace Day event,"JINAN, Sept. 19 (Xinhua) -- Chinese Vice President Han Zheng addressed the opening ceremony of the Commemoration of the International Day of Peace 2024 in Jinan in east China's Shandong Province on Thursday. Han noted th",0.189
MFA,498,2024-09-20,Ministry of Foreign Affairs of the People's Republic of China - News (English),Xi Jinping Holds Talks with King of Malaysia Sultan Ibrahim,"On the afternoon of September 20, 2024, President Xi Jinping held talks with King of Malaysia Sultan Ibrahim, who is in China for a state visit, at the Great Hall of the People in Beijing. Xi Jinping pointed out that as ",0.176
Xinhua,847,2024-09-21,Xinhua,2nd LD-Writethru: Xi holds talks with Malaysia's king,"BEIJING, Sept. 20 (Xinhua) -- Chinese President Xi Jinping on Friday held talks with Malaysia's King Sultan Ibrahim Sultan Iskandar in Beijing, pledging to work with Malaysia to bring the building of a China-Malaysia com",0.185
MFA,499,2024-09-23,Ministry of Foreign Affairs of the People's Republic of China - Spokesperson's Remarks (English),"Foreign Ministry Spokesperson Lin Jian's Regular Press Conference on September 23, 2024",Member of the Standing Committee of the Political Bureau of the CPC Central Committee and Vice Premier of the State Council Ding Xuexiang will attend and address the opening ceremony of the 21st China-ASEAN Expo and the ,0.081
MFA,500,2024-09-24,Ministry of Foreign Affairs of the People's Republic of China - News (English),Address by Ding Xuexiang Vice Premier of the State Council of the People's Republic of China at the Opening Ceremony of the 21st China-ASEAN Expo and China-ASEAN Business and Investment Summit,"Nanning, September 24, 2024 Honorable Leaders, Dear Guests, Ladies and Gentlemen, Friends, Good morning! It is a pleasure to be here with you for the 21st China-ASEAN Expo (CAEXPO) and China-ASEAN Business and Investment",0.202
Xinhua,848,2024-09-24,Xinhua,China calls for joint efforts to advance global governance,"UNITED NATIONS, Sept. 23 (Xinhua) -- Chinese Foreign Minister Wang Yi on Monday called on the international community to """"take good care of our common home"""" and make joint efforts to advance global governance, as """"hum",0.146
Xinhua,849,2024-09-24,Xinhua,China pledges joint efforts with ASEAN to build closer community with shared future: vice premier,"NANNING, Sept. 24 (Xinhua) -- China is willing to work with the Association of Southeast Asian Nations (ASEAN) to deepen practical cooperation and write a new chapter in building a closer China-ASEAN community with a sha",0.167
Xinhua,850,2024-09-26,Xinhua,"Interview: China's views on global relations reasonable, promising: former Slovenian president","LJUBLJANA, Sept. 26 (Xinhua) -- China holds the """"most reasonable and promising views"""" on the international situation, global relations and the state of international community, Slovenia's former President Danilo Turk s",0.089
MFA,501,2024-09-27,Ministry of Foreign Affairs of the People's Republic of China - Spokesperson's Remarks (English),"Foreign Ministry Spokesperson Lin Jian's Regular Press Conference on September 27, 2024","At the invitation of the Mexican government, President Xi Jinping's special envoy and Vice Chairperson of the Standing Committee of the National People's Congress Tie Ning will attend Mexico's presidential inauguration c",0.068
Xinhua,851,2024-09-27,Xinhua,China's top legislator holds talks with chairperson of Uzbekistan's senate,"BEIJING, Sept. 27 (Xinhua) -- Zhao Leji, China's top legislator, held talks with Tanzila Narbayeva, chairperson of the Senate of Uzbekistan, on Friday in Beijing. Zhao, chairman of the National People's Congress (NPC) St",0.185
Xinhua,852,2024-09-29,Xinhua,Guest Opinion: China's transformations inspire global development,"by Rania Aboelkheir On Oct. 1, the People's Republic of China will celebrate its diamond jubilee, marking the 75th anniversary of its founding. Over these 75 years, China has undergone numerous major transformations, evo",0.166
Xinhua,853,2024-09-29,Xinhua,Chinese FM outlines China's vision for addressing global challenges,"UNITED NATIONS, Sept. 29 (Xinhua) -- Chinese Foreign Minister Wang Yi on Saturday outlined China's vision for tackling the world's most urgent challenges, reaffirming the country's role as a proactive force in global gov",0.078
MFA,502,2024-09-30,Ministry of Foreign Affairs of the People's Republic of China - Spokesperson's Remarks (English),"Foreign Ministry Spokesperson Lin Jian's Regular Press Conference on September 30, 2024","CCTV: Foreign Minister Wang Yi attended the General Debate of the 79th Session of the United Nations General Assembly in New York. Can you share more details with us? Lin Jian: On September 28 local time, Member of the P",0.076
Xinhua,854,2024-09-30,Xinhua,Roundup: World leaders hope to deepen cooperation with China,"BEIJING, Sept. 30 (Xinhua) -- On the occasion of the 75th anniversary of the founding of the People's Republic of China, leaders from various countries have expressed their hopes to deepen friendly cooperation with China",0.211
Xinhua,855,2024-10-01,Xinhua,"Guest Opinion: China major contributor to global poverty alleviation, peace","by Joseph Matthews China's impact on global poverty alleviation, peace, stability, and sustainable development has resonated worldwide, shaping the future of international cooperation. Over the past 40 years, China has l",0.032
Xinhua,856,2024-10-01,Xinhua,"Roundup: Experts, officials applaud Xi's pledge to promote peace and development in National Day speech","BEIJING, Oct. 1 (Xinhua) -- Experts and officials around the world have applauded Chinese President Xi Jinping's latest pledge that the Chinese people will score more remarkable achievements and make greater contribution",0.174
